"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20"
"973" 973 99027 34697 1634 0.97031 50116 972 1632 156 795 22 790 42485 6724 27 6719 42283 973 49999 49028
"974" 974 99026 46850 1636 0.95745 34697 973 1634 156 796 22 791 42485 6723 27 6718 42283 974 49999 49027
"975" 975 99025 21265 1638 0.63413 46850 974 1636 156 796 23 792 42486 6721 27 6717 42283 975 49999 49026
"976" 976 99024 94109 1640 0.96695 21265 975 1638 156 797 23 793 42485 6721 27 6717 42282 976 49999 49025
"977" 977 99023 3594 1640 0.77222 94109 976 1640 157 797 23 793 42486 6720 27 6716 42282 977 49999 49024
"978" 978 99022 20395 1640 0.96541 94109 976 1640 158 797 23 793 42486 6720 27 6716 42281 978 49999 49023
"979" 979 99021 68362 1642 1.2004 21265 975 1638 158 798 23 794 42486 6719 27 6715 42281 979 49999 49022
"980" 980 99020 55835 1644 0.41205 68362 979 1642 158 799 23 795 42485 6719 27 6715 42280 980 49999 49021
"981" 981 99019 32507 1646 0.82551 68362 979 1642 158 800 23 796 42483 6720 27 6716 42278 981 49999 49020
"982" 982 99018 17782 1648 0.63327 32507 981 1646 158 801 23 797 42483 6719 27 6715 42278 982 49999 49019
"983" 983 99017 82765 1650 0.73251 32507 981 1646 158 802 23 798 42483 6718 27 6714 42278 983 49999 49018
"984" 984 99016 55664 1652 0.73548 17782 982 1648 158 803 23 799 42483 6717 27 6713 42278 984 49999 49017
"985" 985 99015 52641 1654 0.70447 55664 984 1652 158 803 24 800 42483 6716 27 6713 42277 985 49999 49016
"986" 986 99014 88319 1656 0.37827 52641 985 1654 158 804 24 801 42482 6716 27 6713 42276 986 49999 49015
"987" 987 99013 36438 1654 0.87241 88319 986 1656 160 803 24 800 42483 6716 27 6713 42275 987 49999 49014
"988" 988 99012 70776 1656 1.0439 55835 980 1644 160 804 24 801 42483 6715 27 6712 42275 988 49999 49013
"989" 989 99011 13295 1658 0.9815 70776 988 1656 160 805 24 802 42483 6714 27 6711 42275 989 49999 49012
"990" 990 99010 73916 1660 0.7676 13295 989 1658 160 806 24 803 42481 6715 27 6712 42273 990 49999 49011
"991" 991 99009 70886 1662 0.64061 73916 990 1660 160 807 24 803 42480 6716 28 6712 42271 991 49999 49010
"992" 992 99008 5097 1664 1.1534 36438 987 1654 160 808 24 804 42480 6715 28 6711 42271 992 49999 49009
"993" 993 99007 59489 1666 0.58654 5097 992 1664 160 809 24 805 42479 6715 28 6711 42270 993 49999 49008
"994" 994 99006 79696 1666 0.90898 59489 993 1666 161 809 24 805 42479 6715 28 6711 42269 994 49999 49007
"995" 995 99005 46883 1666 0.9643 79696 994 1666 162 809 24 805 42480 6714 28 6710 42269 995 49999 49006
"996" 996 99004 14072 1666 0.63916 46883 995 1666 163 809 24 805 42479 6715 28 6711 42267 996 49999 49005
"997" 997 99003 20408 1668 0.98866 5097 992 1664 163 810 24 806 42479 6714 28 6710 42267 997 49999 49004
"998" 998 99002 86861 1668 1.1464 59489 993 1666 164 810 24 806 42479 6714 28 6710 42266 998 49999 49003
"999" 999 99001 19062 1670 0.65754 86861 998 1668 164 811 24 807 42479 6713 28 6709 42266 999 49999 49002
"1000" 1000 99000 6458 1670 0.7498 86861 998 1668 165 811 24 807 42480 6712 28 6708 42266 1000 49999 49001
